IDPIF,SUPQUEMADA,MUERTOS,HERIDOS,COMUNIDAD,PROVINCIA,COMARCA,MUNICIPIO,LATITUD,LONGITUD,FECHA,TIME_CTRL,TIME_EXT,IDGRUPOCAUSA,CAUSA,PERSONAL,PESADOS,AEREOS,GASTOS_EXT,PERDIDAS
2004210126,29867,0,1,ANDALUCIA,HUELVA,CUENCA MINERA,MINAS DE RIOTINTO,37.69176,-6.59999,7/27/2004,9625,11065,4,Provocados por pirómanos,1504,89,34,0,4488390
2007350042,18672.9,0,1,CANARIAS,LAS PALMAS,GRAN CANARIA,TEJEDA,27.946166,-15.661566,7/27/2007,7011,42168,4,Otras motivaciones,601,66,11,0,0
2007380023,16820.63,0,0,CANARIAS,S.C. TENERIFE,TENERIFE,REALEJOSLOS,28.358346,-16.603593,7/30/2007,4353,24523,4,Sin datos,1100,71,14,184705,0
2005190182,12732.73,11,3,CASTILLA-MANCHA,GUADALAJARA,ALCARRIA ALTA,RIBA DE SAELICES,40.939933,-2.2925,7/16/2005,6886,24851,2,HOGUERAS,1045,81,29,551169,23142608
2005100838,9901.47,0,0,EXTREMADURA,CACERES,IBORES-VILLUERCAS,CAÑAMERO,39.381154,-5.37991,7/21/2005,1738,9073,4,Otras motivaciones,506,77,24,0,14066413
2003100794,9562.66,0,0,EXTREMADURA,CACERES,SIERRA DE SAN PEDRO,PORTUGAL,39.253778,-7.249774,8/2/2003,4320,14350,1,RAYO,830,23,14,0,4277026
2006361456,7316.77,0,2,GALICIA,PONTEVEDRA,DEZA-TABEIROS,CERDEDO,42.542994,-8.436426,8/4/2006,1765,9040,4,Provocados por pirómanos,535,52,23,263160,15426315
2004230117,7136.6,0,0,ANDALUCIA,JAEN,SIERRA MORENA,ALDEAQUEMADA,38.4381,-3.318531,8/26/2004,1310,5480,4,Sin datos,632,45,26,173350,1704994
2009440084,6677.89,0,0,ARAGON,TERUEL,CUENCAS MINERAS,ALIAGA,40.71014,-0.659604,7/22/2009,9095,24830,1,RAYO,822,40,35,582917,28554150
2009500179,6459.16,0,0,ARAGON,ZARAGOZA,ZARAGOZA,ZARAGOZA,41.865529,-0.998509,8/18/2009,4465,7675,3,MANIOBRAS MILITARES,480,46,21,0,13391337
2003100718,6365.7,0,0,EXTREMADURA,CACERES,HURDES,OTRA PROVINCIA,40.457541,-6.415577,8/13/2003,0,0,2,QUEMA AGRÍCOLA (SIN ESPECIFICAR),273,21,23,0,12477772
2003050106,6275,0,1,CASTILLA Y LEON,AVILA,EL BARCO DE AVILA,SOLANA DE ÁVILA,40.33267,-5.645258,8/3/2003,4425,20490,4,Vandalismo,347,18,15,0,753719
2007120090,5775.02,0,0,C. VALENCIANA,CASTELLON,L ALCALATEN,USERES,40.15479,-0.188833,8/28/2007,5755,14695,3,MOTORES Y MÁQUINAS (SIN ESPECIFICAR),765,10,38,0,0
2005490807,4650,0,0,CASTILLA Y LEON,ZAMORA,EL PUENTE,PORTO,42.217616,-6.736336,10/1/2005,14190,14970,4,Sin datos,33,4,9,41779,0
2005230249,4506.5,0,7,ANDALUCIA,JAEN,LAS VILLAS,VILLANUEVA DEL ARZOBISPO,38.140985,-2.832852,8/7/2005,5090,12290,1,RAYO,1455,28,42,0,0
2009040055,4444.27,0,0,ANDALUCIA,ALMERIA,LEVANTE ALMERIENSE,TURRE,37.075386,-1.961036,7/14/2009,2683,7033,1,RAYO,437,24,17,0,0
2004100257,4370,0,0,EXTREMADURA,CACERES,CACERES-CENTRO,CÁCERES,39.516323,-6.318372,6/30/2004,910,3550,2,OTRAS NEGLIGENCIAS (SIN ESPECIFICAR),253,23,9,0,0
2009050152,4031.18,1,1,CASTILLA Y LEON,AVILA,ARENAS DE SAN PEDRO,ARENAS DE SAN PEDRO,40.232547,-5.067824,7/28/2009,8409,40659,4,Sin datos,832,85,44,0,0
2003100635,3682.69,0,0,EXTREMADURA,CACERES,CACERES-CENTRO,CASAS DE MILLÁN,39.793784,-6.277522,8/2/2003,6130,9070,3,FERROCARRIL,130,18,8,0,1118492
2009380014,3464.33,0,2,CANARIAS,S.C. TENERIFE,LA PALMA,VILLA DE MAZO,28.548291,-17.802404,7/31/2009,4949,71815,2,OTRAS NEGLIGENCIAS (FUEGOS ARTIFICIALES),1137,27,14,0,0
2003160084,3300,0,0,CASTILLA-MANCHA,CUENCA,ALCARRIA,BUENDÍA,40.375206,-2.761776,7/31/2003,3280,6100,2,QUEMA DE BASURA,539,39,30,0,1506153
2005240664,3290,0,1,CASTILLA Y LEON,LEON,TRUCHAS,BENUZA,42.382877,-6.671312,8/3/2005,7420,9012,4,Sin datos,453,49,43,0,0
2011322255,3236.7,0,0,GALICIA,OURENSE,VALDEORRAS-TRIVES,MANZANEDA,42.228022,-7.290151,10/13/2011,8814,12637,6,INCENDIO REPRODUCIDO,436,33,42,0,0
2001120101,3200,0,0,C. VALENCIANA,CASTELLON,EL BAIX MAESTRAT,XERT/CHERT,40.535495,0.135562,8/29/2001,6545,11951,1,RAYO,364,6,32,0,2635029
2003100544,3068.32,0,0,EXTREMADURA,CACERES,CACERES-CENTRO,ALCUÉSCAR,39.178703,-6.331555,8/2/2003,2395,4795,1,RAYO,112,16,7,0,813241
2009100551,3018.71,0,3,EXTREMADURA,CACERES,HURDES,NUÑOMORAL,40.41045,-6.227518,7/25/2009,8375,21995,4,Provocados por venganzas,1557,227,83,0,0
2005490795,3006.14,0,0,CASTILLA Y LEON,ZAMORA,EL PUENTE,PORTO,42.220545,-6.773729,9/26/2005,18850,21790,4,Provocados por pastores y ganaderos para regenerar el pasto,28,1,6,349,0
2003080273,2952.58,0,0,CATALUÑA,BARCELONA,VALLS OCCIDENTAL,SANT LLORENÇ SAVALL,41.669295,2.044993,8/10/2003,8223,26053,4,Sin datos,749,76,24,0,0
2005362909,2896,0,0,GALICIA,PONTEVEDRA,VIGO-BAIXO MIÑO,PAZOS DE BORBÉN,42.27861,-8.531505,8/20/2005,2015,2020,4,Otras motivaciones,241,13,11,58017,5871408
2001220054,2869.9,0,0,ARAGON,HUESCA,HOYA DE HUESCA/PLANA DE UESCA,LAS PEÑAS DE RIGLOS,40.226511,-0.574472,8/1/2001,5825,12965,1,RAYO,384,24,15,16071,1447380
2003370098,2849,0,0,CASTILLA Y LEON,SALAMANCA,GUIJUELO,OTRA PROVINCIA,40.37167,-5.592903,8/4/2003,0,0,4,Vandalismo,32,4,1,0,3269788
2006152162,2842,0,0,GALICIA,A CORUÑA,FISTERRA,MUXÍA,43.02456,-9.127473,8/10/2006,7840,8370,4,Sin datos,194,31,14,0,14299110
2003210130,2590,0,2,ANDALUCIA,HUELVA,SIERRA DE HUELVA,ALMONASTER LA REAL,37.803675,-6.890885,8/1/2003,3975,6135,1,RAYO,430,32,28,538758,4598355
2005180248,2442,0,2,ANDALUCIA,GRANADA,SIERRA NEVADA (GR),LANJARÓN,36.946919,-3.472135,9/22/2005,2747,11447,2,HOGUERAS,722,19,38,1349489,1787327
2011322226,2424.42,0,0,GALICIA,OURENSE,INDETERMINADA (OU),PORTUGAL,41.874529,-7.991608,10/13/2011,8010,10820,4,Provocados por pastores y ganaderos para regenerar el pasto,86,6,10,0,368067
2003370144,2401.93,0,1,CASTILLA Y LEON,SALAMANCA,ROBLEDA,AGALLAS,40.457541,-6.415577,8/13/2003,885,4725,4,Sin datos,177,18,14,0,5212583
2006270737,2364.67,0,6,GALICIA,LUGO,TERRA DE LEMOS,QUIROGA,42.496817,-7.121152,8/31/2006,3620,9190,4,Sin datos,719,61,33,21356,2455013
2009040065,2329.07,0,0,ANDALUCIA,ALMERIA,LEVANTE ALMERIENSE,TURRE,37.113258,-1.902588,7/23/2009,2346,56074,5,CAUSA DESCONOCIDA,572,41,5,0,0
2009240694,2301.3,0,0,CASTILLA Y LEON,LEON,VEGA DE ESPINAREDA,PERANZANES,42.871914,-6.613227,9/10/2009,7203,8059,4,Provocados por cazadores para facilitar la caza,234,11,20,0,0
2004210169,2259.25,0,0,ANDALUCIA,HUELVA,EL ANDEVALO,CALAÑAS,37.607271,-6.843702,8/28/2004,1253,5333,4,Sin datos,234,30,29,0,0
2003100717,2150,0,0,EXTREMADURA,CACERES,SIERRA DE GATA,ACEBO,40.218998,-6.718582,8/14/2003,0,0,5,CAUSA DESCONOCIDA,135,15,17,0,3721262
2001370073,2146,0,1,CASTILLA Y LEON,SALAMANCA,VITIGUDINO,BARRUECOPARDO,41.069892,-6.661902,7/31/2001,0,0,4,Sin datos,258,16,4,0,172475
2006361593,2141.02,0,0,GALICIA,PONTEVEDRA,CALDAS-O SALNES,BARRO,42.507103,-8.677945,8/6/2006,4155,6670,4,Provocados por pirómanos,45,28,3,70964,8582496
2008500161,2131.49,0,0,ARAGON,ZARAGOZA,ZARAGOZA,ZUERA,41.915974,-0.921498,8/5/2008,4651,14776,3,MOTORES Y MÁQUINAS (ACCIDENTES DE VEHÍCULOS),951,74,24,0,0
2007140043,2124.7,0,0,ANDALUCIA,CORDOBA,VALLE DEL GUADIATO,OBEJO,38.057769,-4.727336,7/27/2007,4785,8220,2,OTRAS NEGLIGENCIAS (SIN ESPECIFICAR),691,21,26,1426641,5478219
2006460017,2094,0,0,C. VALENCIANA,VALENCIA,LA SAFOR,SIMAT LA VALLDIGNA,39.026266,-0.290857,3/10/2006,5429,8309,2,QUEMA DE BASURA,364,14,16,0,205512
2005100837,2085.49,0,0,EXTREMADURA,CACERES,IBORES-VILLUERCAS,ROBLEDOLLANO,39.608667,-5.466791,7/21/2005,1862,9002,4,Sin datos,364,30,23,0,1892859
2010460123,2059.35,0,0,C. VALENCIANA,VALENCIA,LA RIBERA ALTA,RAFELGUARAF,39.045736,-0.439994,9/7/2010,2496,5886,4,Sin datos,909,26,19,0,350044
2005450245,2058.4,0,0,CASTILLA-MANCHA,TOLEDO,LA JARA,OTRA PROVINCIA,39.447658,-5.023756,8/25/2005,1775,6005,4,Provocados por venganzas,297,35,15,0,1162731
2002100468,2049.7,0,0,EXTREMADURA,CACERES,SIERRA DE GATA,TORRECILLA  DE LOS ÁNGELES,40.252035,-6.389769,8/17/2002,3655,7315,5,CAUSA DESCONOCIDA,221,18,20,0,572957
2011331578,2012.2,0,0,ASTURIAS,ASTURIAS,NARCEA,ALLANDE,43.187094,-6.772635,10/23/2011,2071,2214,6,INCENDIO REPRODUCIDO,78,9,0,0,184246
2006152082,1999.96,0,0,GALICIA,A CORUÑA,FISTERRA,CAMARIÑAS,43.154672,-9.135295,8/8/2006,5955,8490,4,Otras motivaciones,227,26,9,0,7345933
2005322927,1970,0,0,GALICIA,OURENSE,VERIN-VIANA,VILARDEVÓS,42.360165,-7.757274,8/17/2005,0,0,4,Provocados por campesinos para eliminar matorral y residuos agrícolas,233,26,18,0,0
2010460119,1957.17,0,0,C. VALENCIANA,VALENCIA,LA VALL D ALBAIDA,ONTINYENT,38.771436,-0.672342,9/6/2010,5612,10052,4,Sin datos,1124,51,45,0,68209
2002040043,1937.86,0,1,ANDALUCIA,ALMERIA,PONIENTE ALMERIENSE,ENIX,36.89826,-2.558728,6/26/2002,2145,3960,1,RAYO,370,15,17,30916,29632
2005386027,1890,0,0,CANARIAS,S.C. TENERIFE,LA PALMA,GARAFÍA,28.79812,-17.895718,9/6/2005,7060,11610,3,LÍNEAS ELÉCTRICAS,794,19,11,578194,0
2002180273,1879.91,0,1,ANDALUCIA,GRANADA,SIERRAS LITORALES,JETE,36.816869,-3.646062,11/9/2002,3345,5865,2,QUEMA AGRÍCOLA (SIN ESPECIFICAR),1102,69,23,0,1305938
2006361536,1818,0,0,GALICIA,PONTEVEDRA,O CONDADO-A PARANDATA,ARBO,42.147953,-8.306705,8/5/2006,2465,2555,4,Provocados por pirómanos,86,7,7,46705,4075560
2006321160,1807,0,0,GALICIA,OURENSE,O RIBEIRO-ARENTEIRO,AVIÓN,42.436841,-8.310836,8/11/2006,5280,6660,4,Sin datos,282,23,22,0,3902587
2003370096,1804.37,0,0,CASTILLA Y LEON,SALAMANCA,LA ALBERCA,ESCURIAL DE LA SIERRA,40.614263,-5.956284,8/3/2003,470,3080,2,OTRAS NEGLIGENCIAS (SIN ESPECIFICAR),273,15,5,0,94927
2006361628,1773.44,0,0,GALICIA,PONTEVEDRA,CALDAS-O SALNES,CATOIRA,42.654849,-8.68714,8/7/2006,1790,1850,4,Provocados por pirómanos,77,10,2,25961,15001159
2009160215,1759.28,0,0,CASTILLA-MANCHA,CUENCA,SERRANIA ALTA,LAS MAJADAS,40.226511,-1.987279,7/21/2009,5495,17430,1,RAYO,621,47,42,0,0
2009160212,1718.2,0,0,CASTILLA-MANCHA,CUENCA,SERRANIA ALTA,POYATOS,40.409278,-2.024969,7/21/2009,3220,17515,4,Provocados por venganzas,406,25,42,0,0
2010320988,1715,0,0,GALICIA,OURENSE,VERIN-VIANA,LAZA,42.174667,-7.420509,8/29/2010,5340,10320,4,Provocados por campesinos para eliminar matorral y residuos agrícolas,349,16,49,0,33486
2003460166,1707,0,0,C. VALENCIANA,VALENCIA,LA FOIA DE BUNYOL,BUÑOL,39.474495,-0.842849,8/28/2003,2730,7065,4,Sin datos,60,8,11,0,44355
2006361702,1702.94,0,0,GALICIA,PONTEVEDRA,CALDAS-O SALNES,PONTE CALDELAS,42.419961,-8.54267,8/8/2006,6750,7410,4,Provocados por pirómanos,53,5,9,3585,7525807
2005323296,1675,0,0,GALICIA,OURENSE,VERIN-VIANA,LAZA,42.437456,-8.269102,8/24/2005,3310,4615,4,Sin datos,172,19,17,0,0
2006450196,1664.7,0,0,CASTILLA-MANCHA,TOLEDO,INDETERMINADA,OTRA PROVINCIA,39.628108,-5.236421,8/12/2006,1672,2010,4,Provocados por venganzas,265,29,13,107837,741264
2001130110,1640,0,0,CASTILLA-MANCHA,CIUDAD REAL,CAMPO DE CALATRAVA,ARGAMASILLA DE CALATRAVA,38.743328,-4.022223,8/15/2001,860,1160,2,OTRAS NEGLIGENCIAS (SIN ESPECIFICAR),118,15,3,0,753668
2006361589,1601.5,0,0,GALICIA,PONTEVEDRA,VIGO-BAIXO MIÑO,PAZOS DE BORBÉN,42.306649,-8.552408,8/6/2006,5825,5835,4,Otras motivaciones,170,10,9,95998,7595589
2006331107,1600,0,0,ASTURIAS,ASTURIAS,EO-NAVIA,VALDÉS,43.472552,-6.519991,5/21/2006,1657,11863,3,LÍNEAS ELÉCTRICAS,154,18,4,0,2174367
2001170058,1596,0,0,CATALUÑA,GIRONA,ALT EMPORDA,CADAQUÉS,42.298939,3.257191,6/18/2001,1975,3475,2,FUMADORES,145,50,7,0,0
2005362821,1573,0,0,GALICIA,PONTEVEDRA,VIGO-BAIXO MIÑO,FORNELOS DE MONTES,42.333257,-8.472775,8/19/2005,1690,1720,5,CAUSA DESCONOCIDA,89,9,2,65240,3016913
2006361563,1558.09,0,0,GALICIA,PONTEVEDRA,CALDAS-O SALNES,PONTEVEDRA,42.373377,-8.591494,8/6/2006,5785,6205,4,Provocados por campesinos para eliminar matorral y residuos agrícolas,135,4,4,44415,7595415
2005323023,1550.6,0,0,GALICIA,OURENSE,VERIN-VIANA,CUALEDRO,42.357993,-7.365363,8/19/2005,3665,3965,4,Vandalismo,68,8,11,0,0
2005323029,1550,0,0,GALICIA,OURENSE,VERIN-VIANA,VERÍN,42.357993,-7.365363,8/19/2005,1500,1560,4,Vandalismo,34,7,2,0,0
2006362027,1544.9,0,0,GALICIA,PONTEVEDRA,CALDAS-O SALNES,CAMPO LAMEIRO,42.528964,-8.478438,8/6/2006,960,2100,6,INCENDIO REPRODUCIDO,31,6,1,10500,6494747
2003250105,1539.99,1,3,CATALUÑA,LLEIDA,EL SEGRIA,SERÒS,41.41717,0.424408,8/12/2003,1010,2470,3,LÍNEAS ELÉCTRICAS,257,55,10,0,0
2006361752,1513,0,0,GALICIA,PONTEVEDRA,VIGO-BAIXO MIÑO,BAIONA,42.075947,-8.821698,8/9/2006,2820,9540,4,Otras motivaciones,111,16,7,81696,3168979
2011322415,1486.15,0,0,GALICIA,OURENSE,VERIN-VIANA,VILARIÑO DE CONSO,42.146954,-7.240333,10/17/2011,4423,4864,4,Provocados por campesinos para eliminar matorral y residuos agrícolas,92,5,20,0,0
2003060363,1483,0,0,EXTREMADURA,BADAJOZ,TENTUDIA,JEREZ DE LOS CABALLEROS,38.229202,-6.722202,8/1/2003,1990,5980,1,RAYO,206,17,2,0,0
2006385002,1466.7,0,0,CANARIAS,S.C. TENERIFE,EL HIERRO,VALVERDE,27.70718,-18.023822,9/10/2006,4915,17635,2,FUMADORES,364,14,12,0,0
2001490406,1460,0,0,CASTILLA Y LEON,ZAMORA,EL PUENTE,PORTO,42.159817,-6.844835,12/16/2001,3000,3900,4,Provocados por cazadores para facilitar la caza,33,0,1,0,0
2001370085,1450,0,0,CASTILLA Y LEON,SALAMANCA,VITIGUDINO,BARRUECOPARDO,41.069892,-6.661902,8/7/2001,1680,3270,4,Sin datos,364,22,5,0,423419
2011460066,1449.3,0,0,C. VALENCIANA,VALENCIA,LA VALL D ALBAIDA,BENICOLET,38.930852,-0.321449,4/8/2011,4127,8507,4,Provocados por cazadores para facilitar la caza,3979,72,27,0,787515
2011070065,1443.19,0,0,ILLES BALEARS,ILLES BALEARS,IBIZA,SANT JOAN DE LABRITJA,39.040086,1.51439,5/25/2011,7439,13319,2,OTRAS NEGLIGENCIAS (ACTIVIDADES APÍCOLAS),688,31,22,0,0
2009250089,1443,0,0,CATALUÑA,LLEIDA,L URGELL,AGRAMUNT,41.837896,1.091479,7/17/2009,1712,6755,3,LÍNEAS ELÉCTRICAS,315,50,10,0,0
2007440075,1436.17,1,0,ARAGON,TERUEL,CUENCAS MINERAS,TORRE DE LAS ARCAS,40.864346,-0.743095,8/1/2007,1670,3170,5,CAUSA DESCONOCIDA,204,20,8,181085,4927739
2006220104,1435.61,0,0,ARAGON,HUESCA,LA LITERA/LA LLITERA,PERALTA DE CALASANZ,42.005122,0.379164,8/12/2006,2946,4780,2,OTRAS NEGLIGENCIAS (ACTIVIDADES APÍCOLAS),266,70,12,0,20806492
2003130103,1431.78,0,0,CASTILLA-MANCHA,CIUDAD REAL,MONTES SUR,SACERUELA,38.963525,-4.602473,8/2/2003,1705,2965,4,Sin datos,84,16,4,66000,1737425
2006321210,1428,0,0,GALICIA,OURENSE,VERIN-VIANA,GUDIÑA,42.035766,-7.18097,8/12/2006,1670,3866,4,Provocados por pirómanos,71,16,7,0,4459322
2002490316,1418.23,0,0,CASTILLA Y LEON,ZAMORA,ALCAÑICES,PORTUGAL,41.822229,-6.543943,8/16/2002,1080,3780,4,Sin datos,153,21,22,0,1010768
2006100036,1407.39,0,0,EXTREMADURA,CACERES,CACERES-CENTRO,CAÑAVERAL,39.80004,-6.382695,7/12/2006,103,1205,3,MOTORES Y MÁQUINAS (SIN ESPECIFICAR),175,48,14,0,0
2005130129,1373,0,0,CASTILLA-MANCHA,CIUDAD REAL,PASTOS,PUERTOLLANO,38.683832,-4.078688,7/16/2005,1426,4696,4,Provocados por pirómanos,103,18,6,174901,2033002
2006151817,1360,0,0,GALICIA,A CORUÑA,FISTERRA,MAZARICOS,42.943124,-9.050255,8/8/2006,3255,3585,4,Otras motivaciones,14,14,0,0,255612
2011322445,1285.45,0,0,GALICIA,OURENSE,VALDEORRAS-TRIVES,MANZANEDA,42.250094,-7.237698,10/18/2011,1928,5794,6,INCENDIO REPRODUCIDO,5,1,2,0,0
2009500169,1283.07,0,0,ARAGON,ZARAGOZA,ZARAGOZA,JAULÍN,41.43829,-0.945172,7/29/2009,2550,13430,2,FUMADORES,332,21,21,0,0
2004140025,1282,0,0,ANDALUCIA,CORDOBA,VALLE DEL GUADIATO,OBEJO,38.075646,-4.759632,6/24/2004,6630,6660,3,MANIOBRAS MILITARES,119,8,9,0,265672
2005370293,1280.35,0,0,CASTILLA Y LEON,SALAMANCA,LA ALBERCA,CILLEROS DE LA BASTIDA,40.528868,-5.98566,6/18/2005,361,7320,1,RAYO,430,22,9,0,2022571
2003080280,1263.78,0,0,CATALUÑA,BARCELONA,VALLS OCCIDENTAL,GALLIFA,41.689592,2.104775,8/11/2003,7570,25400,5,CAUSA DESCONOCIDA,296,34,9,0,0
2006130076,1252,0,0,CASTILLA-MANCHA,CIUDAD REAL,CAMPO DE CALATRAVA,CALZADA DE CALATRAVA,38.668091,-3.822261,8/12/2006,995,1895,4,Provocados contra el acotamiento de la caza,140,20,9,105823,266764
2005080231,1216.7,0,4,CATALUÑA,BARCELONA,BAGES,CARDONA,41.896248,1.719958,7/8/2005,1715,3230,2,FUMADORES,1401,125,26,0,0
2003100793,1200,0,0,EXTREMADURA,CACERES,SIERRA DE SAN PEDRO,OTRA PROVINCIA,39.393769,-7.140159,8/1/2003,870,990,1,RAYO,120,7,8,0,2285
2005152066,1200,0,0,GALICIA,A CORUÑA,FISTERRA,CARNOTA,42.889793,-9.123901,8/21/2005,4915,5685,4,Otras motivaciones,280,22,19,0,0
2005490628,1167.8,0,10,CASTILLA Y LEON,ZAMORA,ALCAÑICES,TRABAZOS,41.774013,-6.507694,7/16/2005,3150,5850,3,MOTORES Y MÁQUINAS (SIN ESPECIFICAR),148,20,13,60444,0
2005324118,1160,0,0,GALICIA,OURENSE,VALDEORRAS-TRIVES,MANZANEDA,42.44069,-8.014276,10/6/2005,4283,5123,4,Provocados por pastores y ganaderos para regenerar el pasto,124,6,6,0,0
2006151825,1160,0,0,GALICIA,A CORUÑA,BARBANZA,RIANXO,42.687622,-8.758264,8/10/2006,1870,2025,4,Otras motivaciones,144,9,4,0,4479833
2006361452,1155.6,0,0,GALICIA,PONTEVEDRA,CALDAS-O SALNES,VILABOA,42.330908,-8.677547,8/4/2006,10125,10560,6,INCENDIO REPRODUCIDO,125,12,11,149277,4667729
2006430101,1153.91,0,0,CATALUÑA,TARRAGONA,BAIX CAMP,VANDELLÒS I L' HOSPITALET,40.98268,0.84158,4/10/2006,1581,2445,2,TRABAJOS FORESTALES,207,20,8,0,0
2009440085,1142.78,0,1,ARAGON,TERUEL,ANDORRA-SIERRA DE ARCOS,ALLOZA,40.935984,-0.550428,7/22/2009,6170,11820,1,RAYO,219,21,20,153044,10402460
2004270760,1139,0,0,GALICIA,LUGO,TERRA DE LEMOS,SAVIÑAO,42.610329,-7.595503,7/31/2004,4050,4245,4,Sin datos,277,19,13,15890,2111184
2006050124,1130.21,0,0,CASTILLA Y LEON,AVILA,AVILA,TORNADIZOS DE AVILA,40.605961,-4.608541,9/3/2006,490,3290,4,Provocados por pastores y ganaderos para regenerar el pasto,122,13,11,0,0
2011322307,1097.32,0,0,GALICIA,OURENSE,VERIN-VIANA,MONTERREI,41.885487,-7.534754,10/15/2011,3636,3709,4,Provocados por campesinos para eliminar matorral y residuos agrícolas,58,5,8,0,1159
2009040044,1086.74,0,0,ANDALUCIA,ALMERIA,ALMERÍA,NÍJAR,36.98204,-2.17634,6/28/2009,1450,2925,4,Otras motivaciones,278,11,10,0,0
2004490374,1080,0,0,CASTILLA Y LEON,ZAMORA,ALCAÑICES,FONFRIA,41.627396,-6.18686,7/17/2004,495,9825,6,INCENDIO REPRODUCIDO,104,12,13,0,271276
2010240126,1077.66,0,0,CASTILLA Y LEON,LEON,VILLAFRANCA,BARJAS,42.593025,-6.947215,8/8/2010,10264,13215,4,Provocados por campesinos para eliminar matorral y residuos agrícolas,127,7,10,0,0
2005370407,1050,0,0,CASTILLA Y LEON,SALAMANCA,ROBLEDA,SERRADILLA DEL LLANO,40.460138,-6.362685,8/31/2005,1030,2465,4,Sin datos,157,24,15,0,612549
2009440086,1047.64,1,0,ARAGON,TERUEL,COMUNIDAD DE TERUEL,CORBALÁN,40.441521,-0.957417,7/22/2009,7555,13245,1,RAYO,111,13,6,120943,7851622
2007120015,1044.83,0,0,C. VALENCIANA,CASTELLON,L ALT PALANCIA,GAIBIEL,39.929026,-0.499287,3/7/2007,2265,8433,1,RAYO,88,19,6,0,0
2004410016,1043.1,0,0,ANDALUCIA,SEVILLA,SIERRA NORTE,OTRA PROVINCIA,37.513623,-6.386816,6/30/2004,0,0,4,Provocados por venganzas,246,17,16,0,1291372
2005490366,1020,0,0,CASTILLA Y LEON,ZAMORA,PUEBLA DE SANABRIA,PEDRALBA DE LA PRADERIA,41.976776,-6.716454,3/13/2005,1095,1725,4,Provocados por campesinos para eliminar matorral y residuos agrícolas,58,5,6,8893,0
2006050125,1016.77,0,0,CASTILLA Y LEON,AVILA,AVILA,AVILA,40.673691,-4.493485,9/3/2006,370,9010,4,Provocados por venganzas,125,10,13,0,0
2006151566,1015,0,0,GALICIA,A CORUÑA,BARBANZA,PORTO DO SON,42.650827,-9.009992,8/6/2006,5430,5550,4,Provocados por campesinos para eliminar matorral y residuos agrícolas,42,7,4,0,2237543
2007210102,1009.87,0,2,ANDALUCIA,HUELVA,EL CONDADO,NIEBLA,37.493099,-6.683032,7/29/2007,1955,3425,2,OTRAS NEGLIGENCIAS (OTRAS),274,30,17,0,0
2005323138,1007,0,1,GALICIA,OURENSE,O RIBEIRO-ARENTEIRO,AVIÓN,42.2711,-7.527212,8/21/2005,2676,5721,4,Provocados por pastores y ganaderos para regenerar el pasto,139,14,11,0,0
2006151694,1000,0,0,GALICIA,A CORUÑA,BARBANZA,PADRÓN,42.760743,-8.62632,8/8/2006,0,0,5,CAUSA DESCONOCIDA,61,9,5,0,2648229
2006151824,1000,0,0,GALICIA,A CORUÑA,BERGANTIÑOS-MARIÑAS COR,LARACHA,43.239877,-8.495225,8/9/2006,3398,3523,4,Sin datos,94,13,1,0,1685245
2003100797,992,0,0,EXTREMADURA,CACERES,AMBROZ-JERTE Y TIETAR,TORNAVACAS,40.242407,-5.680694,9/12/2003,0,0,4,Provocados por pastores y ganaderos para regenerar el pasto,252,16,18,0,21658
2010240181,990,0,0,CASTILLA Y LEON,LEON,TRUCHAS,BENUZA,42.30988,-6.692816,8/24/2010,1909,6070,4,Sin datos,216,7,8,0,0
2010370111,982.53,0,2,CASTILLA Y LEON,SALAMANCA,VITIGUDINO,VILLARINO DE LOS AIRES,41.268751,-6.453217,7/30/2010,4905,9165,4,Vandalismo,139,18,12,0,0
2011322342,979.83,0,0,GALICIA,OURENSE,VERIN-VIANA,VIANA DO BOLO,42.125893,-7.037452,10/15/2011,3953,5738,4,Otras motivaciones,53,6,6,0,711136
2011322366,978.62,0,0,GALICIA,OURENSE,MIÑO-ARNOIA,MACEDA,42.228988,-7.537062,10/16/2011,2805,5458,5,CAUSA DESCONOCIDA,96,18,4,0,590295
2002280240,974.65,0,1,MADRID,MADRID,TORRELAGUNA,BERRUECO,40.88365,-3.556016,8/9/2002,741,1696,5,CAUSA DESCONOCIDA,215,32,16,0,0
2006170122,971.66,0,0,CATALUÑA,GIRONA,ALT EMPORDA,VENTALLÓ,42.144224,3.033874,8/4/2006,1184,5481,4,Sin datos,584,99,28,0,0
2009030005,960,0,0,C. VALENCIANA,ALICANTE,LA MARINA BAIXA,NUCIA,38.592696,-0.149174,1/24/2009,1945,2080,3,LÍNEAS ELÉCTRICAS,561,43,11,0,7444170
2003090108,959.76,0,0,CASTILLA Y LEON,BURGOS,SEDANO,ALTOS LOS,42.746828,-3.531473,8/5/2003,3768,7368,1,RAYO,447,38,13,0,1929986
2008400044,956.25,0,1,CASTILLA Y LEON,SEGOVIA,BOCEGUILLAS,PRADALES,41.468271,-3.699765,8/6/2008,1365,3255,2,TRABAJOS FORESTALES,623,63,18,0,0
2005490699,956,0,0,CASTILLA Y LEON,ZAMORA,EL PUENTE,S JUSTO,42.174643,-6.64188,8/20/2005,5445,6890,4,Sin datos,74,0,10,30446,0
2001370125,950,0,1,CASTILLA Y LEON,SALAMANCA,GUIJUELO,TEJADO EL,40.449416,-5.536488,8/23/2001,425,3205,4,Sin datos,270,1,9,0,0
